T[MeV]	signal_value	signal_error
0	0	0
0.100	5.433486012e-37	1.70e-47
0.200	3.414453641e-27	3.48e-38
0.300	1.497315898e-23	7.34e-34
0.400	1.364107903e-21	1.03e-31
0.500	2.376738708e-20	1.98e-30
0.600	1.735501927e-19	7.28e-30
0.700	7.552678423e-19	1.84e-29
0.800	2.351910221e-18	3.68e-29
0.900	5.820190332e-18	6.30e-29
1.000	1.221098460e-17	9.65e-29
1.100	2.265620402e-17	1.36e-28
1.200	3.825923471e-17	1.82e-28
1.300	6.000957330e-17	5.82e-27
1.400	8.872782207e-17	8.76e-27
1.500	1.250386315e-16	1.08e-26
1.600	1.693655404e-16	1.26e-26
1.700	2.219410278e-16	1.44e-26
1.800	2.828259007e-16	1.61e-26
1.900	3.519334487e-16	1.79e-26
2.000	4.290551052e-16	1.96e-26
2.100	5.138854667e-16	2.12e-26
2.200	6.060453766e-16	2.28e-26
2.300	7.051023972e-16	2.44e-26
2.400	8.105884141e-16	2.58e-26
2.500	9.220143898e-16	2.73e-26
2.600	1.038882443e-15	2.87e-26
2.700	1.160695519e-15	1.11e-25
2.800	1.286964948e-15	1.15e-25
2.900	1.417216199e-15	1.20e-25
3.000	1.550993117e-15	1.24e-25
3.100	1.687860902e-15	1.28e-25
3.200	1.827408073e-15	1.32e-25
3.300	1.969247604e-15	1.36e-25
3.400	2.113017423e-15	1.40e-25
3.500	2.258380392e-15	1.43e-25
3.600	2.405023921e-15	1.47e-25
3.700	2.552659277e-15	1.50e-25
3.800	2.701020703e-15	1.53e-25
3.900	2.849864380e-15	1.56e-25
4.000	2.998967309e-15	1.59e-25
4.100	3.148126128e-15	1.62e-25
4.200	3.297155927e-15	1.64e-25
4.300	3.445889042e-15	1.67e-25
4.400	3.594173894e-15	1.69e-25
4.500	3.741873843e-15	1.72e-25
4.600	3.888866099e-15	1.74e-25
4.700	4.035040672e-15	1.76e-25
4.800	4.180299386e-15	1.78e-25
4.900	4.324554940e-15	1.80e-25
5.000	4.467730032e-15	1.82e-25
5.100	4.609756534e-15	1.84e-25
5.200	4.750574729e-15	1.86e-25
5.300	4.890132595e-15	4.81e-25
5.400	5.028385139e-15	4.85e-25
5.500	5.165293790e-15	4.90e-25
5.600	5.300825828e-15	4.94e-25
5.700	5.434953859e-15	4.98e-25
5.800	5.567655333e-15	5.02e-25
5.900	5.698912102e-15	5.06e-25
6.000	5.828710006e-15	5.09e-25
6.100	5.957038501e-15	5.13e-25
6.200	6.083890313e-15	5.16e-25
6.300	6.209261121e-15	5.20e-25
6.400	6.333149268e-15	5.23e-25
6.500	6.455555493e-15	5.26e-25
6.600	6.576482691e-15	5.29e-25
6.700	6.695935687e-15	5.32e-25
6.800	6.813921036e-15	5.35e-25
6.900	6.930446837e-15	5.38e-25
7.000	7.045522558e-15	5.41e-25
7.100	7.159158890e-15	5.44e-25
7.200	7.271367596e-15	5.46e-25
7.300	7.382161391e-15	5.49e-25
7.400	7.491553818e-15	5.51e-25
7.500	7.599559145e-15	5.54e-25
7.600	7.706192266e-15	5.56e-25
7.700	7.811468613e-15	5.59e-25
7.800	7.915404077e-15	5.61e-25
7.900	8.018014932e-15	5.63e-25
8.000	8.119317770e-15	5.65e-25
8.100	8.219329444e-15	5.67e-25
8.200	8.318067009e-15	5.69e-25
8.300	8.415547675e-15	5.71e-25
8.400	8.511788763e-15	5.73e-25
8.500	8.606807665e-15	5.75e-25
8.600	8.700621805e-15	5.77e-25
8.700	8.793248610e-15	5.79e-25
8.800	8.884705480e-15	5.81e-25
8.900	8.975009760e-15	5.83e-25
9.000	9.064178718e-15	5.84e-25
9.100	9.152229524e-15	5.86e-25
9.200	9.239179232e-15	5.88e-25
9.300	9.325044760e-15	5.89e-25
9.400	9.409842880e-15	5.91e-25
9.500	9.493590204e-15	5.92e-25
9.600	9.576303170e-15	5.94e-25
9.700	9.657998035e-15	5.95e-25
9.800	9.738690866e-15	5.97e-25
9.900	9.818397530e-15	5.98e-25
10.000	9.897133692e-15	6.00e-25
